tournament,date,series,court,surface,round,best_of,player_1,player_2,winner,rank_1,rank_2,source,set_scores,set1_player1,set1_player2,set2_player1,set2_player2,set3_player1,set3_player2,set4_player1,set4_player2,set5_player1,set5_player2
INTERNAZIONALI BNL D'ITALIA,2024-05-18,,OUTDOOR,CLAY,THE FINAL,3,SWIATEK I.,SABALENKA A.,SWIATEK I.,1,2,WTA,"['6-2', '6-3']",6,2,6,3,-1,-1,-1,-1,-1,-1
MOROCCO OPEN,2024-05-19,,OUTDOOR,CLAY,1ST ROUND,3,DART H.,SORRIBES TORMO S.,SORRIBES TORMO S.,91,46,WTA,"['2-6', '0-6']",2,6,0,6,-1,-1,-1,-1,-1,-1
MOROCCO OPEN,2024-05-20,,OUTDOOR,CLAY,1ST ROUND,3,WANG XIY.,BRANCACCIO N.,WANG XIY.,62,286,WTA,"['7-6', '7-5']",7,6,7,5,-1,-1,-1,-1,-1,-1
MOROCCO OPEN,2024-05-20,,OUTDOOR,CLAY,1ST ROUND,3,DAY K.,BAI Z.,BAI Z.,100,99,WTA,"['3-6', '6-7']",3,6,6,7,-1,-1,-1,-1,-1,-1
MOROCCO OPEN,2024-05-20,,OUTDOOR,CLAY,1ST ROUND,3,PODOROSKA N.,MARIA T.,PODOROSKA N.,59,64,WTA,"['6-2', '6-4']",6,2,6,4,-1,-1,-1,-1,-1,-1
MOROCCO OPEN,2024-05-20,,OUTDOOR,CLAY,1ST ROUND,3,KABBAJ Y.,COCCIARETTO E.,COCCIARETTO E.,566,52,WTA,"['3-6', '4-6']",3,6,4,6,-1,-1,-1,-1,-1,-1
MOROCCO OPEN,2024-05-20,,OUTDOOR,CLAY,1ST ROUND,3,STEARNS P.,KRUNIC A.,STEARNS P.,81,471,WTA,"['5-7', '6-2', '6-1']",5,7,6,2,6,1,-1,-1,-1,-1
MOROCCO OPEN,2024-05-20,,OUTDOOR,CLAY,1ST ROUND,3,YUAN Y.,ROSATELLO C.,ROSATELLO C.,36,294,WTA,"['6-7', '6-1', '4-6']",6,7,6,1,4,6,-1,-1,-1,-1
MOROCCO OPEN,2024-05-20,,OUTDOOR,CLAY,1ST ROUND,3,SIEGEMUND L.,BLINKOVA A.,SIEGEMUND L.,78,45,WTA,"['6-1', '7-6']",6,1,7,6,-1,-1,-1,-1,-1,-1
MOROCCO OPEN,2024-05-21,,OUTDOOR,CLAY,1ST ROUND,3,EL ALLAMI M.,BRONZETTI L.,BRONZETTI L.,1143,48,WTA,"['1-6', '0-6']",1,6,0,6,-1,-1,-1,-1,-1,-1
MOROCCO OPEN,2024-05-21,,OUTDOOR,CLAY,1ST ROUND,3,CARLE M.,RUS A.,CARLE M.,83,49,WTA,"['6-3', '6-3']",6,3,6,3,-1,-1,-1,-1,-1,-1
MOROCCO OPEN,2024-05-21,,OUTDOOR,CLAY,1ST ROUND,3,ZHU L.,WANG Y.,WANG Y.,58,68,WTA,"['6-4', '0-6', '2-6']",6,4,0,6,2,6,-1,-1,-1,-1
MOROCCO OPEN,2024-05-21,,OUTDOOR,CLAY,1ST ROUND,3,SHERIF M.,EL AOUNI A.,SHERIF M.,66,629,WTA,"['6-2', '6-1']",6,2,6,1,-1,-1,-1,-1,-1,-1
MOROCCO OPEN,2024-05-21,,OUTDOOR,CLAY,1ST ROUND,3,HIBINO N.,TREVISAN M.,TREVISAN M.,96,88,WTA,"['5-7', '6-4', '3-6']",5,7,6,4,3,6,-1,-1,-1,-1
MOROCCO OPEN,2024-05-21,,OUTDOOR,CLAY,1ST ROUND,3,TOMOVA V.,CENGIZ B.,TOMOVA V.,84,347,WTA,"['6-2', '6-1']",6,2,6,1,-1,-1,-1,-1,-1,-1
MOROCCO OPEN,2024-05-21,,OUTDOOR,CLAY,2ND ROUND,3,PODOROSKA N.,SORRIBES TORMO S.,SORRIBES TORMO S.,59,46,WTA,"['5-7', '6-3', '3-6']",5,7,6,3,3,6,-1,-1,-1,-1
MOROCCO OPEN,2024-05-21,,OUTDOOR,CLAY,2ND ROUND,3,COCCIARETTO E.,BAI Z.,COCCIARETTO E.,52,99,WTA,"['6-4', '6-2']",6,4,6,2,-1,-1,-1,-1,-1,-1
MOROCCO OPEN,2024-05-22,,OUTDOOR,CLAY,2ND ROUND,3,WANG Y.,TOMOVA V.,TOMOVA V.,68,84,WTA,"['6-7', '0-6']",6,7,0,6,-1,-1,-1,-1,-1,-1
MOROCCO OPEN,2024-05-22,,OUTDOOR,CLAY,2ND ROUND,3,BRONZETTI L.,TREVISAN M.,BRONZETTI L.,48,88,WTA,"['6-2', '6-3']",6,2,6,3,-1,-1,-1,-1,-1,-1
MOROCCO OPEN,2024-05-22,,OUTDOOR,CLAY,2ND ROUND,3,WANG XIY.,STEARNS P.,STEARNS P.,62,81,WTA,"['3-6', '1-6']",3,6,1,6,-1,-1,-1,-1,-1,-1
MOROCCO OPEN,2024-05-22,,OUTDOOR,CLAY,2ND ROUND,3,SIEGEMUND L.,OSORIO M.,SIEGEMUND L.,78,77,WTA,"['6-4', '6-4']",6,4,6,4,-1,-1,-1,-1,-1,-1
MOROCCO OPEN,2024-05-22,,OUTDOOR,CLAY,2ND ROUND,3,CARLE M.,SHERIF M.,SHERIF M.,83,66,WTA,"['3-6', '2-6']",3,6,2,6,-1,-1,-1,-1,-1,-1
MOROCCO OPEN,2024-05-23,,OUTDOOR,CLAY,QUARTERFINALS,3,TOMOVA V.,SIEGEMUND L.,TOMOVA V.,84,78,WTA,"['6-4', '6-3']",6,4,6,3,-1,-1,-1,-1,-1,-1
MOROCCO OPEN,2024-05-23,,OUTDOOR,CLAY,QUARTERFINALS,3,BRONZETTI L.,STEARNS P.,STEARNS P.,48,81,WTA,"['4-6', '6-4', '5-7']",4,6,6,4,5,7,-1,-1,-1,-1
MOROCCO OPEN,2024-05-23,,OUTDOOR,CLAY,QUARTERFINALS,3,SHERIF M.,SORRIBES TORMO S.,SHERIF M.,66,46,WTA,"['6-3', '6-3']",6,3,6,3,-1,-1,-1,-1,-1,-1
MOROCCO OPEN,2024-05-23,,OUTDOOR,CLAY,QUARTERFINALS,3,COCCIARETTO E.,RAKHIMOVA K.,RAKHIMOVA K.,52,105,WTA,"['5-7', '5-7']",5,7,5,7,-1,-1,-1,-1,-1,-1
MOROCCO OPEN,2024-05-24,,OUTDOOR,CLAY,SEMIFINALS,3,STEARNS P.,TOMOVA V.,STEARNS P.,81,84,WTA,"['6-7', '7-5', '7-6']",6,7,7,5,7,6,-1,-1,-1,-1
MOROCCO OPEN,2024-05-24,,OUTDOOR,CLAY,SEMIFINALS,3,RAKHIMOVA K.,SHERIF M.,SHERIF M.,105,66,WTA,"['0-6', '1-6']",0,6,1,6,-1,-1,-1,-1,-1,-1
MOROCCO OPEN,2024-05-25,,OUTDOOR,CLAY,THE FINAL,3,STEARNS P.,SHERIF M.,STEARNS P.,81,66,WTA,"['6-2', '6-1']",6,2,6,1,-1,-1,-1,-1,-1,-1
INTERNATIONAUX DE STRASBOURG,2024-05-19,,OUTDOOR,CLAY,1ST ROUND,3,POTAPOVA A.,FERNANDEZ L.A.,FERNANDEZ L.A.,41,33,WTA,"['6-4', '6-7', '3-6']",6,4,6,7,3,6,-1,-1,-1,-1
INTERNATIONAUX DE STRASBOURG,2024-05-19,,OUTDOOR,CLAY,1ST ROUND,3,KALININA A.,PAVLYUCHENKOVA A.,KALININA A.,56,22,WTA,"['6-3', '3-6', '6-4']",6,3,3,6,6,4,-1,-1,-1,-1
INTERNATIONAUX DE STRASBOURG,2024-05-19,,OUTDOOR,CLAY,1ST ROUND,3,PLISKOVA KA.,BUREL C.,BUREL C.,51,43,WTA,"['5-7', '6-0', '1-6']",5,7,6,0,1,6,-1,-1,-1,-1
INTERNATIONAUX DE STRASBOURG,2024-05-20,,OUTDOOR,CLAY,1ST ROUND,3,LINETTE M.,CIRSTEA S.,LINETTE M.,50,30,WTA,"['7-5', '7-5']",7,5,7,5,-1,-1,-1,-1,-1,-1
INTERNATIONAUX DE STRASBOURG,2024-05-20,,OUTDOOR,CLAY,1ST ROUND,3,KALINSKAYA A.,WANG XIN.,WANG XIN.,25,39,WTA,"['4-6', '6-7']",4,6,6,7,-1,-1,-1,-1,-1,-1
INTERNATIONAUX DE STRASBOURG,2024-05-20,,OUTDOOR,CLAY,1ST ROUND,3,SAMSONOVA L.,KREJCIKOVA B.,SAMSONOVA L.,19,26,WTA,"['6-2', '6-7', '6-4']",6,2,6,7,6,4,-1,-1,-1,-1
INTERNATIONAUX DE STRASBOURG,2024-05-20,,OUTDOOR,CLAY,1ST ROUND,3,PUTINTSEVA Y.,SINIAKOVA K.,SINIAKOVA K.,37,34,WTA,"['0-6', '5-7']",0,6,5,7,-1,-1,-1,-1,-1,-1
INTERNATIONAUX DE STRASBOURG,2024-05-20,,OUTDOOR,CLAY,1ST ROUND,3,ALEXANDROVA E.,BUCSA C.,ALEXANDROVA E.,18,72,WTA,"['6-0', '7-5']",6,0,7,5,-1,-1,-1,-1,-1,-1
INTERNATIONAUX DE STRASBOURG,2024-05-20,,OUTDOOR,CLAY,1ST ROUND,3,PARRY D.,SVITOLINA E.,SVITOLINA E.,61,17,WTA,"['3-6', '4-6']",3,6,4,6,-1,-1,-1,-1,-1,-1
INTERNATIONAUX DE STRASBOURG,2024-05-20,,OUTDOOR,CLAY,1ST ROUND,3,FRECH M.,STEPHENS S.,FRECH M.,54,35,WTA,"['6-3', '6-3']",6,3,6,3,-1,-1,-1,-1,-1,-1
INTERNATIONAUX DE STRASBOURG,2024-05-20,,OUTDOOR,CLAY,1ST ROUND,3,ANDREEVA E.,FERRO F.,FERRO F.,101,142,WTA,"['2-6', '2-6']",2,6,2,6,-1,-1,-1,-1,-1,-1
INTERNATIONAUX DE STRASBOURG,2024-05-20,,OUTDOOR,CLAY,1ST ROUND,3,NAVARRO E.,CORNET A.,NAVARRO E.,24,107,WTA,"['6-4', '6-1']",6,4,6,1,-1,-1,-1,-1,-1,-1
INTERNATIONAUX DE STRASBOURG,2024-05-21,,OUTDOOR,CLAY,2ND ROUND,3,FERNANDEZ L.A.,SAMSONOVA L.,SAMSONOVA L.,33,19,WTA,"['6-4', '4-6', '2-6']",6,4,4,6,2,6,-1,-1,-1,-1
INTERNATIONAUX DE STRASBOURG,2024-05-22,,OUTDOOR,CLAY,2ND ROUND,3,KEYS M.,WANG XIN.,KEYS M.,16,39,WTA,"['7-5', '6-0']",7,5,6,0,-1,-1,-1,-1,-1,-1
INTERNATIONAUX DE STRASBOURG,2024-05-22,,OUTDOOR,CLAY,2ND ROUND,3,NAVARRO E.,HADDAD MAIA B.,HADDAD MAIA B.,24,14,WTA,"['4-6', '6-7']",4,6,6,7,-1,-1,-1,-1,-1,-1
INTERNATIONAUX DE STRASBOURG,2024-05-22,,OUTDOOR,CLAY,2ND ROUND,3,LINETTE M.,ALEXANDROVA E.,LINETTE M.,50,18,WTA,"['6-7', '6-3', '6-3']",6,7,6,3,6,3,-1,-1,-1,-1
INTERNATIONAUX DE STRASBOURG,2024-05-22,,OUTDOOR,CLAY,2ND ROUND,3,FRECH M.,VONDROUSOVA M.,VONDROUSOVA M.,54,6,WTA,"['7-5', '1-6', '0-6']",7,5,1,6,0,6,-1,-1,-1,-1
INTERNATIONAUX DE STRASBOURG,2024-05-22,,OUTDOOR,CLAY,2ND ROUND,3,KALININA A.,FERRO F.,KALININA A.,56,142,WTA,"['6-3', '3-6', '6-0']",6,3,3,6,6,0,-1,-1,-1,-1
INTERNATIONAUX DE STRASBOURG,2024-05-22,,OUTDOOR,CLAY,2ND ROUND,3,SVITOLINA E.,BUREL C.,BUREL C.,17,43,WTA,"['6-7', '6-4', '1-6']",6,7,6,4,1,6,-1,-1,-1,-1
INTERNATIONAUX DE STRASBOURG,2024-05-22,,OUTDOOR,CLAY,2ND ROUND,3,COLLINS D.,SINIAKOVA K.,COLLINS D.,12,34,WTA,"['6-1', '6-2']",6,1,6,2,-1,-1,-1,-1,-1,-1
INTERNATIONAUX DE STRASBOURG,2024-05-23,,OUTDOOR,CLAY,QUARTERFINALS,3,HADDAD MAIA B.,SAMSONOVA L.,SAMSONOVA L.,14,19,WTA,"['3-6', '0-6']",3,6,0,6,-1,-1,-1,-1,-1,-1
INTERNATIONAUX DE STRASBOURG,2024-05-23,,OUTDOOR,CLAY,QUARTERFINALS,3,KEYS M.,LINETTE M.,KEYS M.,16,50,WTA,"['6-1', '6-3']",6,1,6,3,-1,-1,-1,-1,-1,-1
INTERNATIONAUX DE STRASBOURG,2024-05-23,,OUTDOOR,CLAY,QUARTERFINALS,3,BUREL C.,COLLINS D.,COLLINS D.,43,12,WTA,"['1-6', '3-6']",1,6,3,6,-1,-1,-1,-1,-1,-1
INTERNATIONAUX DE STRASBOURG,2024-05-24,,OUTDOOR,CLAY,QUARTERFINALS,3,KALININA A.,VONDROUSOVA M.,KALININA A.,56,6,WTA,"['5-7', '6-3', '6-2']",5,7,6,3,6,2,-1,-1,-1,-1
INTERNATIONAUX DE STRASBOURG,2024-05-24,,OUTDOOR,CLAY,SEMIFINALS,3,SAMSONOVA L.,KEYS M.,KEYS M.,19,16,WTA,"['1-6', '3-6']",1,6,3,6,-1,-1,-1,-1,-1,-1
INTERNATIONAUX DE STRASBOURG,2024-05-24,,OUTDOOR,CLAY,SEMIFINALS,3,COLLINS D.,KALININA A.,COLLINS D.,12,56,WTA,"['7-6', '6-2']",7,6,6,2,-1,-1,-1,-1,-1,-1
INTERNATIONAUX DE STRASBOURG,2024-05-25,,OUTDOOR,CLAY,THE FINAL,3,COLLINS D.,KEYS M.,KEYS M.,12,16,WTA,"['1-6', '2-6']",1,6,2,6,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-26,,OUTDOOR,CLAY,1ST ROUND,3,BOUZKOVA M.,KUDERMETOVA V.,BOUZKOVA M.,42,31,WTA,"['6-2', '6-4']",6,2,6,4,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-26,,OUTDOOR,CLAY,1ST ROUND,3,TIMOFEEVA M.,WANG Y.,WANG Y.,105,68,WTA,"['3-6', '3-6']",3,6,3,6,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-26,,OUTDOOR,CLAY,1ST ROUND,3,YASTREMSKA D.,TOMLJANOVIC A.,YASTREMSKA D.,32,202,WTA,"['3-6', '6-3', '6-3']",3,6,6,3,6,3,-1,-1,-1,-1
FRENCH OPEN,2024-05-26,,OUTDOOR,CLAY,1ST ROUND,3,BRONZETTI L.,OSAKA N.,OSAKA N.,67,134,WTA,"['1-6', '6-4', '5-7']",1,6,6,4,5,7,-1,-1,-1,-1
FRENCH OPEN,2024-05-26,,OUTDOOR,CLAY,1ST ROUND,3,KOSTYUK M.,PIGOSSI L.,KOSTYUK M.,20,119,WTA,"['7-5', '6-7', '6-4']",7,5,6,7,6,4,-1,-1,-1,-1
FRENCH OPEN,2024-05-26,,OUTDOOR,CLAY,1ST ROUND,3,BOUZAS MANEIRO J.,FETT J.,FETT J.,86,135,WTA,"['2-6', '6-3', '5-7']",2,6,6,3,5,7,-1,-1,-1,-1
FRENCH OPEN,2024-05-26,,OUTDOOR,CLAY,1ST ROUND,3,OSTAPENKO J.,CRISTIAN J.,OSTAPENKO J.,11,69,WTA,"['6-4', '7-5']",6,4,7,5,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-26,,OUTDOOR,CLAY,1ST ROUND,3,SIEGEMUND L.,KENIN S.,KENIN S.,71,56,WTA,"['6-4', '2-6', '2-6']",6,4,2,6,2,6,-1,-1,-1,-1
FRENCH OPEN,2024-05-26,,OUTDOOR,CLAY,1ST ROUND,3,SINIAKOVA K.,GALFI D.,SINIAKOVA K.,33,145,WTA,"['7-5', '7-6']",7,5,7,6,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-26,,OUTDOOR,CLAY,1ST ROUND,3,LYS E.,GARCIA C.,GARCIA C.,143,23,WTA,"['6-4', '5-7', '2-6']",6,4,5,7,2,6,-1,-1,-1,-1
FRENCH OPEN,2024-05-26,,OUTDOOR,CLAY,1ST ROUND,3,ANISIMOVA A.,SRAMKOVA R.,ANISIMOVA A.,231,101,WTA,"['7-6', '6-4']",7,6,6,4,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-26,,OUTDOOR,CLAY,1ST ROUND,3,BAI Z.,WANG XIY.,WANG XIY.,93,61,WTA,"['5-7', '7-6', '3-6']",5,7,7,6,3,6,-1,-1,-1,-1
FRENCH OPEN,2024-05-26,,OUTDOOR,CLAY,1ST ROUND,3,PAQUET C.,SHNAIDER D.,PAQUET C.,136,47,WTA,"['6-3', '6-1']",6,3,6,1,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-26,,OUTDOOR,CLAY,1ST ROUND,3,MARIA T.,TAUSON C.,TAUSON C.,65,72,WTA,"['2-6', '3-6']",2,6,3,6,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-26,,OUTDOOR,CLAY,1ST ROUND,3,ZIDANSEK T.,VAN UYTVANCK A.,ZIDANSEK T.,131,397,WTA,"['6-2', '2-6', '6-1']",6,2,2,6,6,1,-1,-1,-1,-1
FRENCH OPEN,2024-05-26,,OUTDOOR,CLAY,1ST ROUND,3,KREJCIKOVA B.,GOLUBIC V.,GOLUBIC V.,26,76,WTA,"['6-7', '4-6']",6,7,4,6,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-26,,OUTDOOR,CLAY,1ST ROUND,3,DANILOVIC O.,TREVISAN M.,DANILOVIC O.,125,92,WTA,"['6-1', '6-2']",6,1,6,2,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-26,,OUTDOOR,CLAY,1ST ROUND,3,NIEMEIER J.,WANG XIN.,WANG XIN.,97,37,WTA,"['6-0', '2-6', '4-6']",6,0,2,6,4,6,-1,-1,-1,-1
FRENCH OPEN,2024-05-26,,OUTDOOR,CLAY,1ST ROUND,3,VOLYNETS K.,KRUNIC A.,VOLYNETS K.,108,425,WTA,"['7-6', '6-2']",7,6,6,2,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-27,,OUTDOOR,CLAY,1ST ROUND,3,SAVILLE D.,PAOLINI J.,PAOLINI J.,84,15,WTA,"['3-6', '4-6']",3,6,4,6,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-27,,OUTDOOR,CLAY,1ST ROUND,3,POTAPOVA A.,RAKHIMOVA K.,POTAPOVA A.,41,87,WTA,"['6-2', '6-3']",6,2,6,3,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-27,,OUTDOOR,CLAY,1ST ROUND,3,MASAROVA R.,VONDROUSOVA M.,VONDROUSOVA M.,94,6,WTA,"['1-6', '3-6']",1,6,3,6,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-27,,OUTDOOR,CLAY,1ST ROUND,3,SAMSONOVA L.,LINETTE M.,SAMSONOVA L.,17,46,WTA,"['6-1', '6-1']",6,1,6,1,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-27,,OUTDOOR,CLAY,1ST ROUND,3,DAY K.,BAPTISTE H.,BAPTISTE H.,99,107,WTA,"['6-4', '2-6', '2-6']",6,4,2,6,2,6,-1,-1,-1,-1
FRENCH OPEN,2024-05-27,,OUTDOOR,CLAY,1ST ROUND,3,JABEUR O.,VICKERY S.,JABEUR O.,9,124,WTA,"['6-3', '6-2']",6,3,6,2,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-27,,OUTDOOR,CLAY,1ST ROUND,3,JEANJEAN L.,SWIATEK I.,SWIATEK I.,148,1,WTA,"['1-6', '2-6']",1,6,2,6,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-27,,OUTDOOR,CLAY,1ST ROUND,3,TOMOVA V.,ALEXANDROVA E.,TOMOVA V.,75,18,WTA,"['6-3', '7-6']",6,3,7,6,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-27,,OUTDOOR,CLAY,1ST ROUND,3,PONCHET J.,FERNANDEZ L.A.,FERNANDEZ L.A.,147,34,WTA,"['2-6', '0-6']",2,6,0,6,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-27,,OUTDOOR,CLAY,1ST ROUND,3,GAUFF C.,AVDEEVA J.,GAUFF C.,3,208,WTA,"['6-1', '6-1']",6,1,6,1,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-27,,OUTDOOR,CLAY,1ST ROUND,3,DOLEHIDE C.,COLLINS D.,COLLINS D.,60,10,WTA,"['3-6', '4-6']",3,6,4,6,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-27,,OUTDOOR,CLAY,1ST ROUND,3,PAVLYUCHENKOVA A.,UDVARDY P.,PAVLYUCHENKOVA A.,22,132,WTA,"['6-3', '6-4']",6,3,6,4,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-27,,OUTDOOR,CLAY,1ST ROUND,3,BUREL C.,KALINSKAYA A.,KALINSKAYA A.,44,25,WTA,"['6-7', '5-7']",6,7,5,7,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-27,,OUTDOOR,CLAY,1ST ROUND,3,SVITOLINA E.,PLISKOVA KA.,SVITOLINA E.,19,52,WTA,"['3-6', '6-4', '6-2']",3,6,6,4,6,2,-1,-1,-1,-1
FRENCH OPEN,2024-05-27,,OUTDOOR,CLAY,1ST ROUND,3,SORRIBES TORMO S.,ANDREESCU B.,ANDREESCU B.,43,228,WTA,"['5-7', '1-6']",5,7,1,6,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-27,,OUTDOOR,CLAY,1ST ROUND,3,GRACHEVA V.,SAKKARI M.,GRACHEVA V.,88,7,WTA,"['3-6', '6-4', '6-3']",3,6,6,4,6,3,-1,-1,-1,-1
FRENCH OPEN,2024-05-27,,OUTDOOR,CLAY,1ST ROUND,3,DART H.,NOSKOVA L.,NOSKOVA L.,90,29,WTA,"['6-7', '4-6']",6,7,4,6,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-27,,OUTDOOR,CLAY,1ST ROUND,3,PARRY D.,FERRO F.,PARRY D.,63,126,WTA,"['3-6', '6-3', '6-3']",3,6,6,3,6,3,-1,-1,-1,-1
FRENCH OPEN,2024-05-27,,OUTDOOR,CLAY,1ST ROUND,3,STARODUBTSEVA Y.,BUCSA C.,BUCSA C.,142,73,WTA,"['4-6', '1-6']",4,6,1,6,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-27,,OUTDOOR,CLAY,1ST ROUND,3,BEGU I.,RIERA J.,BEGU I.,127,115,WTA,"['6-2', '6-2']",6,2,6,2,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-27,,OUTDOOR,CLAY,1ST ROUND,3,JACQUEMOT E.,BOGDAN A.,BOGDAN A.,149,64,WTA,"['1-6', '3-6']",1,6,3,6,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-27,,OUTDOOR,CLAY,1ST ROUND,3,PERA B.,HIBINO N.,PERA B.,80,96,WTA,"['6-2', '6-0']",6,2,6,0,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-27,,OUTDOOR,CLAY,1ST ROUND,3,HADDAD MAIA B.,COCCIARETTO E.,COCCIARETTO E.,14,51,WTA,"['6-3', '4-6', '1-6']",6,3,4,6,1,6,-1,-1,-1,-1
FRENCH OPEN,2024-05-28,,OUTDOOR,CLAY,1ST ROUND,3,RYBAKINA E.,MINNEN G.,RYBAKINA E.,4,85,WTA,"['6-2', '6-3']",6,2,6,3,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-28,,OUTDOOR,CLAY,1ST ROUND,3,CORNET A.,ZHENG Q.,ZHENG Q.,106,8,WTA,"['2-6', '1-6']",2,6,1,6,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-28,,OUTDOOR,CLAY,1ST ROUND,3,BLINKOVA A.,CIRSTEA S.,BLINKOVA A.,55,30,WTA,"['6-3', '3-6', '7-6']",6,3,3,6,7,6,-1,-1,-1,-1
FRENCH OPEN,2024-05-28,,OUTDOOR,CLAY,1ST ROUND,3,KRUEGER A.,KORPATSCH T.,KORPATSCH T.,66,79,WTA,"['6-4', '4-6', '6-7']",6,4,4,6,6,7,-1,-1,-1,-1
FRENCH OPEN,2024-05-28,,OUTDOOR,CLAY,1ST ROUND,3,MERTENS E.,CARLE M.,MERTENS E.,27,82,WTA,"['6-3', '7-6']",6,3,7,6,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-28,,OUTDOOR,CLAY,1ST ROUND,3,MLADENOVIC K.,MARTIC P.,MARTIC P.,212,81,WTA,"['4-6', '4-6']",4,6,4,6,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-28,,OUTDOOR,CLAY,1ST ROUND,3,AVANESYAN E.,ZHU L.,AVANESYAN E.,70,58,WTA,"['6-2', '6-4']",6,2,6,4,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-28,,OUTDOOR,CLAY,1ST ROUND,3,KERBER A.,RUS A.,RUS A.,232,50,WTA,"['4-6', '3-6']",4,6,3,6,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-28,,OUTDOOR,CLAY,1ST ROUND,3,SABALENKA A.,ANDREEVA E.,SABALENKA A.,2,100,WTA,"['6-1', '6-2']",6,1,6,2,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-28,,OUTDOOR,CLAY,1ST ROUND,3,CIRIC BAGARIC L.,STEARNS P.,STEARNS P.,184,62,WTA,"['3-6', '7-6', '6-7']",3,6,7,6,6,7,-1,-1,-1,-1
FRENCH OPEN,2024-05-28,,OUTDOOR,CLAY,1ST ROUND,3,KASATKINA D.,FRECH M.,KASATKINA D.,13,49,WTA,"['7-5', '6-1']",7,5,6,1,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-28,,OUTDOOR,CLAY,1ST ROUND,3,ZARAZUA R.,KEYS M.,KEYS M.,102,12,WTA,"['3-6', '2-6']",3,6,2,6,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-28,,OUTDOOR,CLAY,1ST ROUND,3,ANDREEVA M.,BEKTAS E.,ANDREEVA M.,38,98,WTA,"['6-2', '6-3']",6,2,6,3,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-28,,OUTDOOR,CLAY,1ST ROUND,3,SONMEZ Z.,NAVARRO E.,NAVARRO E.,163,24,WTA,"['2-6', '0-6']",2,6,0,6,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-28,,OUTDOOR,CLAY,1ST ROUND,3,UCHIJIMA M.,BURILLO ESCORIHUELA I.,UCHIJIMA M.,83,302,WTA,"['6-1', '6-1']",6,1,6,1,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-28,,OUTDOOR,CLAY,1ST ROUND,3,YUAN Y.,SHERIF M.,SHERIF M.,36,53,WTA,"['1-6', '3-6']",1,6,3,6,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-28,,OUTDOOR,CLAY,1ST ROUND,3,ERRANI S.,SCHMIEDLOVA A.,ERRANI S.,95,54,WTA,"['6-3', '6-2']",6,3,6,2,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-28,,OUTDOOR,CLAY,1ST ROUND,3,PODOROSKA N.,AZARENKA V.,AZARENKA V.,59,21,WTA,"['1-6', '0-6']",1,6,0,6,-1,-1,-1,-1,-1,-1
FRENCH OPEN,2024-05-28,,OUTDOOR,CLAY,1ST ROUND,3,PUTINTSEVA Y.,STEPHENS S.,PUTINTSEVA Y.,39,35,WTA,"['6-1', '6-2']",6,1,6,2,-1,-1,-1,-1,-1,-1
