tournament,date,series,court,surface,round,best_of,player_1,player_2,winner,rank_1,rank_2,source,set_scores,set1_player1,set1_player2,set2_player1,set2_player2,set3_player1,set3_player2,set4_player1,set4_player2,set5_player1,set5_player2
VIKING INTERNATIONAL,2021-06-22,ATP250,OUTDOOR,GRASS,1ST ROUND,3,BROADY L.,TIAFOE F.,BROADY L.,144,56,ATP,"['6-3', '7-6']",6,3,7,6,-1,-1,-1,-1,-1,-1
VIKING INTERNATIONAL,2021-06-23,ATP250,OUTDOOR,GRASS,2ND ROUND,3,MONFILS G.,PURCELL M.,PURCELL M.,16,283,ATP,"['4-6', '7-5', '4-6']",4,6,7,5,4,6,-1,-1,-1,-1
VIKING INTERNATIONAL,2021-06-23,ATP250,OUTDOOR,GRASS,2ND ROUND,3,BUBLIK A.,GERASIMOV E.,BUBLIK A.,39,72,ATP,"['6-2', '6-2']",6,2,6,2,-1,-1,-1,-1,-1,-1
VIKING INTERNATIONAL,2021-06-23,ATP250,OUTDOOR,GRASS,2ND ROUND,3,RUUSUVUORI E.,SEPPI A.,SEPPI A.,79,95,ATP,"['2-6', '3-6']",2,6,3,6,-1,-1,-1,-1,-1,-1
VIKING INTERNATIONAL,2021-06-23,ATP250,OUTDOOR,GRASS,2ND ROUND,3,SONEGO L.,MILLMAN J.,SONEGO L.,27,43,ATP,"['6-4', '6-2']",6,4,6,2,-1,-1,-1,-1,-1,-1
VIKING INTERNATIONAL,2021-06-23,ATP250,OUTDOOR,GRASS,2ND ROUND,3,POPYRIN A.,IVASHKA I.,IVASHKA I.,67,87,ATP,"['7-6', '5-7', '3-6']",7,6,5,7,3,6,-1,-1,-1,-1
VIKING INTERNATIONAL,2021-06-23,ATP250,OUTDOOR,GRASS,2ND ROUND,3,KWON S.W.,FUCSOVICS M.,KWON S.W.,77,49,ATP,"['7-6', '6-7', '6-3']",7,6,6,7,6,3,-1,-1,-1,-1
VIKING INTERNATIONAL,2021-06-23,ATP250,OUTDOOR,GRASS,2ND ROUND,3,BROADY L.,DE MINAUR A.,DE MINAUR A.,144,18,ATP,"['3-6', '4-6']",3,6,4,6,-1,-1,-1,-1,-1,-1
VIKING INTERNATIONAL,2021-06-24,ATP250,OUTDOOR,GRASS,QUARTERFINALS,3,SONEGO L.,BUBLIK A.,SONEGO L.,27,39,ATP,"['6-1', '7-5']",6,1,7,5,-1,-1,-1,-1,-1,-1
VIKING INTERNATIONAL,2021-06-24,ATP250,OUTDOOR,GRASS,QUARTERFINALS,3,SEPPI A.,PURCELL M.,PURCELL M.,95,283,ATP,"['4-6', '6-1', '4-6']",4,6,6,1,4,6,-1,-1,-1,-1
VIKING INTERNATIONAL,2021-06-24,ATP250,OUTDOOR,GRASS,QUARTERFINALS,3,KWON S.W.,IVASHKA I.,KWON S.W.,77,87,ATP,"['6-4', '7-5']",6,4,7,5,-1,-1,-1,-1,-1,-1
VIKING INTERNATIONAL,2021-06-24,ATP250,OUTDOOR,GRASS,QUARTERFINALS,3,POSPISIL V.,DE MINAUR A.,DE MINAUR A.,66,18,ATP,"['4-6', '4-6']",4,6,4,6,-1,-1,-1,-1,-1,-1
VIKING INTERNATIONAL,2021-06-25,ATP250,OUTDOOR,GRASS,SEMIFINALS,3,SONEGO L.,PURCELL M.,SONEGO L.,27,283,ATP,"['6-1', '3-6', '6-1']",6,1,3,6,6,1,-1,-1,-1,-1
VIKING INTERNATIONAL,2021-06-25,ATP250,OUTDOOR,GRASS,SEMIFINALS,3,KWON S.W.,DE MINAUR A.,DE MINAUR A.,77,18,ATP,"['3-6', '6-7']",3,6,6,7,-1,-1,-1,-1,-1,-1
VIKING INTERNATIONAL,2021-06-26,ATP250,OUTDOOR,GRASS,THE FINAL,3,DE MINAUR A.,SONEGO L.,DE MINAUR A.,18,27,ATP,"['4-6', '6-4', '7-6']",4,6,6,4,7,6,-1,-1,-1,-1
MALLORCA CHAMPIONSHIPS,2021-06-20,ATP250,OUTDOOR,GRASS,1ST ROUND,3,ANDUJAR P.,THOMPSON J.,THOMPSON J.,70,76,ATP,"['6-2', '6-7', '2-6']",6,2,6,7,2,6,-1,-1,-1,-1
MALLORCA CHAMPIONSHIPS,2021-06-20,ATP250,OUTDOOR,GRASS,1ST ROUND,3,MANNARINO A.,STRUFF J.L.,MANNARINO A.,42,45,ATP,"['7-6', '6-3']",7,6,6,3,-1,-1,-1,-1,-1,-1
MALLORCA CHAMPIONSHIPS,2021-06-21,ATP250,OUTDOOR,GRASS,1ST ROUND,3,SIMON G.,RUUD C.,RUUD C.,93,14,ATP,"['4-6', '6-7']",4,6,6,7,-1,-1,-1,-1,-1,-1
MALLORCA CHAMPIONSHIPS,2021-06-21,ATP250,OUTDOOR,GRASS,1ST ROUND,3,MOUTET C.,HARRIS L.,MOUTET C.,85,51,ATP,"['6-4', '6-2']",6,4,6,2,-1,-1,-1,-1,-1,-1
MALLORCA CHAMPIONSHIPS,2021-06-21,ATP250,OUTDOOR,GRASS,1ST ROUND,3,PELLA G.,TRAVAGLIA S.,TRAVAGLIA S.,59,86,ATP,"['5-7', '6-7']",5,7,6,7,-1,-1,-1,-1,-1,-1
MALLORCA CHAMPIONSHIPS,2021-06-21,ATP250,OUTDOOR,GRASS,1ST ROUND,3,KLEIN L.,LAJOVIC D.,KLEIN L.,256,41,ATP,"['6-4', '7-6']",6,4,7,6,-1,-1,-1,-1,-1,-1
MALLORCA CHAMPIONSHIPS,2021-06-21,ATP250,OUTDOOR,GRASS,1ST ROUND,3,MUNAR J.,SANDGREN T.,SANDGREN T.,69,68,ATP,"['6-7', '5-7']",6,7,5,7,-1,-1,-1,-1,-1,-1
MALLORCA CHAMPIONSHIPS,2021-06-21,ATP250,OUTDOOR,GRASS,1ST ROUND,3,KHACHANOV K.,POUILLE L.,KHACHANOV K.,29,96,ATP,"['7-6', '3-6', '6-4']",7,6,3,6,6,4,-1,-1,-1,-1
MALLORCA CHAMPIONSHIPS,2021-06-21,ATP250,OUTDOOR,GRASS,1ST ROUND,3,CARUSO S.,VESELY J.,VESELY J.,97,71,ATP,"['6-7', '2-6']",6,7,2,6,-1,-1,-1,-1,-1,-1
MALLORCA CHAMPIONSHIPS,2021-06-21,ATP250,OUTDOOR,GRASS,1ST ROUND,3,LOPEZ F.,KUHN N.,LOPEZ F.,90,259,ATP,"['6-1', '7-6']",6,1,7,6,-1,-1,-1,-1,-1,-1
MALLORCA CHAMPIONSHIPS,2021-06-22,ATP250,OUTDOOR,GRASS,1ST ROUND,3,CARBALLES BAENA R.,QUERREY S.,QUERREY S.,100,60,ATP,"['7-5', '4-6', '6-7']",7,5,4,6,6,7,-1,-1,-1,-1
MALLORCA CHAMPIONSHIPS,2021-06-22,ATP250,OUTDOOR,GRASS,1ST ROUND,3,HUMBERT U.,KECMANOVIC M.,HUMBERT U.,25,47,ATP,"['4-6', '7-6', '6-2']",4,6,7,6,6,2,-1,-1,-1,-1
MALLORCA CHAMPIONSHIPS,2021-06-22,ATP250,OUTDOOR,GRASS,2ND ROUND,3,SANDGREN T.,RUUD C.,RUUD C.,68,14,ATP,"['3-6', '4-6']",3,6,4,6,-1,-1,-1,-1,-1,-1
MALLORCA CHAMPIONSHIPS,2021-06-22,ATP250,OUTDOOR,GRASS,2ND ROUND,3,MEDVEDEV D.,MOUTET C.,MEDVEDEV D.,2,85,ATP,"['6-4', '6-2']",6,4,6,2,-1,-1,-1,-1,-1,-1
MALLORCA CHAMPIONSHIPS,2021-06-22,ATP250,OUTDOOR,GRASS,2ND ROUND,3,KHACHANOV K.,LOPEZ F.,LOPEZ F.,29,90,ATP,"['6-4', '2-6', '4-6']",6,4,2,6,4,6,-1,-1,-1,-1
MALLORCA CHAMPIONSHIPS,2021-06-23,ATP250,OUTDOOR,GRASS,2ND ROUND,3,CARRENO BUSTA P.,VESELY J.,CARRENO BUSTA P.,13,71,ATP,"['6-4', '6-4']",6,4,6,4,-1,-1,-1,-1,-1,-1
MALLORCA CHAMPIONSHIPS,2021-06-23,ATP250,OUTDOOR,GRASS,2ND ROUND,3,KLEIN L.,THOMPSON J.,THOMPSON J.,256,76,ATP,"['4-6', '4-6']",4,6,4,6,-1,-1,-1,-1,-1,-1
MALLORCA CHAMPIONSHIPS,2021-06-23,ATP250,OUTDOOR,GRASS,2ND ROUND,3,BAUTISTA AGUT R.,TRAVAGLIA S.,BAUTISTA AGUT R.,10,86,ATP,"['6-3', '7-5']",6,3,7,5,-1,-1,-1,-1,-1,-1
MALLORCA CHAMPIONSHIPS,2021-06-24,ATP250,OUTDOOR,GRASS,QUARTERFINALS,3,THOMPSON J.,CARRENO BUSTA P.,CARRENO BUSTA P.,76,13,ATP,"['4-6', '4-6']",4,6,4,6,-1,-1,-1,-1,-1,-1
MALLORCA CHAMPIONSHIPS,2021-06-24,ATP250,OUTDOOR,GRASS,QUARTERFINALS,3,MEDVEDEV D.,RUUD C.,MEDVEDEV D.,2,14,ATP,"['7-5', '6-1']",7,5,6,1,-1,-1,-1,-1,-1,-1
MALLORCA CHAMPIONSHIPS,2021-06-24,ATP250,OUTDOOR,GRASS,QUARTERFINALS,3,BAUTISTA AGUT R.,QUERREY S.,QUERREY S.,10,60,ATP,"['3-6', '6-7']",3,6,6,7,-1,-1,-1,-1,-1,-1
MALLORCA CHAMPIONSHIPS,2021-06-24,ATP250,OUTDOOR,GRASS,QUARTERFINALS,3,MANNARINO A.,LOPEZ F.,MANNARINO A.,42,90,ATP,"['6-4', '3-6', '6-3']",6,4,3,6,6,3,-1,-1,-1,-1
MALLORCA CHAMPIONSHIPS,2021-06-25,ATP250,OUTDOOR,GRASS,SEMIFINALS,3,CARRENO BUSTA P.,MEDVEDEV D.,MEDVEDEV D.,13,2,ATP,"['6-3', '3-6', '2-6']",6,3,3,6,2,6,-1,-1,-1,-1
MALLORCA CHAMPIONSHIPS,2021-06-25,ATP250,OUTDOOR,GRASS,SEMIFINALS,3,QUERREY S.,MANNARINO A.,QUERREY S.,60,42,ATP,"['6-4', '6-3']",6,4,6,3,-1,-1,-1,-1,-1,-1
MALLORCA CHAMPIONSHIPS,2021-06-26,ATP250,OUTDOOR,GRASS,THE FINAL,3,QUERREY S.,MEDVEDEV D.,MEDVEDEV D.,60,2,ATP,"['4-6', '2-6']",4,6,2,6,-1,-1,-1,-1,-1,-1
WIMBLEDON,2021-06-28,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,DJOKOVIC N.,DRAPER J.,DJOKOVIC N.,1,253,ATP,"['4-6', '6-1', '6-2', '6-2']",4,6,6,1,6,2,6,2,-1,-1
WIMBLEDON,2021-06-28,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,TSITSIPAS S.,TIAFOE F.,TIAFOE F.,4,57,ATP,"['4-6', '4-6', '3-6']",4,6,4,6,3,6,-1,-1,-1,-1
WIMBLEDON,2021-06-28,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,KECMANOVIC M.,BAGNIS F.,KECMANOVIC M.,49,92,ATP,"['6-4', '3-6', '6-3', '7-6']",6,4,3,6,6,3,7,6,-1,-1
WIMBLEDON,2021-06-28,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,BARRIOS M.,ANDERSON K.,ANDERSON K.,209,102,ATP,"['7-6', '4-6', '4-6', '6-7']",7,6,4,6,4,6,6,7,-1,-1
WIMBLEDON,2021-06-28,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,KUDLA D.,DAVIDOVICH FOKINA A.,KUDLA D.,114,35,ATP,"['5-7', '4-6', '7-6', '6-3', '6-3']",5,7,4,6,7,6,6,3,6,3
WIMBLEDON,2021-06-28,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,SOUSA J.,SEPPI A.,SEPPI A.,120,90,ATP,"['6-4', '4-6', '5-7', '2-6']",6,4,4,6,5,7,2,6,-1,-1
WIMBLEDON,2021-06-28,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,FUCSOVICS M.,SINNER J.,FUCSOVICS M.,48,23,ATP,"['5-7', '6-3', '7-5', '6-3']",5,7,6,3,7,5,6,3,-1,-1
WIMBLEDON,2021-06-28,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,MILLMAN J.,BAUTISTA AGUT R.,BAUTISTA AGUT R.,43,10,ATP,"['2-6', '6-3', '3-6', '6-7']",2,6,6,3,3,6,6,7,-1,-1
WIMBLEDON,2021-06-28,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,VESELY J.,HANFMANN Y.,VESELY J.,72,99,ATP,"['6-1', '7-5', '7-6']",6,1,7,5,7,6,-1,-1,-1,-1
WIMBLEDON,2021-06-28,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,DELBONIS F.,RUBLEV A.,RUBLEV A.,47,7,ATP,"['6-4', '4-6', '1-6', '2-6']",6,4,4,6,1,6,2,6,-1,-1
WIMBLEDON,2021-06-28,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,KHACHANOV K.,MCDONALD M.,KHACHANOV K.,29,108,ATP,"['3-6', '6-3', '6-4', '7-6']",3,6,6,3,6,4,7,6,-1,-1
WIMBLEDON,2021-06-28,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,OPELKA R.,KOEPFER D.,KOEPFER D.,32,62,ATP,"['4-6', '6-7', '2-6']",4,6,6,7,2,6,-1,-1,-1,-1
WIMBLEDON,2021-06-28,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,MARTINEZ P.,TRAVAGLIA S.,MARTINEZ P.,107,88,ATP,"['6-3', '2-6', '6-4', '6-4']",6,3,2,6,6,4,6,4,-1,-1
WIMBLEDON,2021-06-28,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,BASILASHVILI N.,MURRAY A.,MURRAY A.,28,118,ATP,"['4-6', '3-6', '7-5', '3-6']",4,6,3,6,7,5,3,6,-1,-1
WIMBLEDON,2021-06-28,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,POSPISIL V.,CARBALLES BAENA R.,POSPISIL V.,65,100,ATP,"['6-3', '6-3', '6-3']",6,3,6,3,6,3,-1,-1,-1,-1
WIMBLEDON,2021-06-28,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,CECCHINATO M.,BROADY L.,BROADY L.,86,143,ATP,"['3-6', '4-6', '0-6']",3,6,4,6,0,6,-1,-1,-1,-1
WIMBLEDON,2021-06-29,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,KORDA S.,DE MINAUR A.,KORDA S.,50,15,ATP,"['6-3', '6-4', '6-7', '7-6']",6,3,6,4,6,7,7,6,-1,-1
WIMBLEDON,2021-06-29,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,LOPEZ F.,EVANS D.,EVANS D.,89,26,ATP,"['6-7', '2-6', '5-7']",6,7,2,6,5,7,-1,-1,-1,-1
WIMBLEDON,2021-06-29,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,FOGNINI F.,RAMOS-VINOLAS A.,FOGNINI F.,31,39,ATP,"['7-6', '6-2', '6-4']",7,6,6,2,6,4,-1,-1,-1,-1
WIMBLEDON,2021-06-29,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,GRIEKSPOOR T.,ZVEREV A.,ZVEREV A.,124,6,ATP,"['3-6', '4-6', '1-6']",3,6,4,6,1,6,-1,-1,-1,-1
WIMBLEDON,2021-06-29,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,SCHWARTZMAN D.,PAIRE B.,SCHWARTZMAN D.,11,46,ATP,"['6-3', '6-4', '6-0']",6,3,6,4,6,0,-1,-1,-1,-1
WIMBLEDON,2021-06-29,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,STRUFF J.L.,MEDVEDEV D.,MEDVEDEV D.,45,2,ATP,"['4-6', '1-6', '6-4', '6-7']",4,6,1,6,6,4,6,7,-1,-1
WIMBLEDON,2021-06-29,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,HOANG A.,ZHANG ZH.,HOANG A.,156,175,ATP,"['4-6', '7-6', '6-7', '6-3', '6-2']",4,6,7,6,6,7,6,3,6,2
WIMBLEDON,2021-06-29,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,SUGITA Y.,GASQUET R.,GASQUET R.,110,56,ATP,"['6-7', '6-4', '2-6', '1-6']",6,7,6,4,2,6,1,6,-1,-1
WIMBLEDON,2021-06-29,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,HURKACZ H.,MUSETTI L.,HURKACZ H.,18,63,ATP,"['6-4', '7-6', '6-1']",6,4,7,6,6,1,-1,-1,-1,-1
WIMBLEDON,2021-06-29,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,CLARKE J.,GERASIMOV E.,GERASIMOV E.,230,73,ATP,"['3-6', '6-3', '6-7', '2-6']",3,6,6,3,6,7,2,6,-1,-1
WIMBLEDON,2021-06-29,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,LAJOVIC D.,SIMON G.,LAJOVIC D.,42,97,ATP,"['6-4', '7-5', '3-6', '4-6', '6-3']",6,4,7,5,3,6,4,6,6,3
WIMBLEDON,2021-06-29,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,KOHLSCHREIBER P.,SHAPOVALOV D.,SHAPOVALOV D.,115,12,ATP,"['4-6', '6-4', '3-6', '7-5', '4-6']",4,6,6,4,3,6,7,5,4,6
WIMBLEDON,2021-06-29,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,HARRIS L.,BERANKIS R.,HARRIS L.,51,80,ATP,"['6-3', '6-4', '7-6']",6,3,6,4,7,6,-1,-1,-1,-1
WIMBLEDON,2021-06-29,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,CUEVAS P.,DJERE L.,DJERE L.,84,55,ATP,"['7-5', '4-6', '4-6', '4-6']",7,5,4,6,4,6,4,6,-1,-1
WIMBLEDON,2021-06-29,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,KWON S.W.,MASUR D.,KWON S.W.,71,222,ATP,"['6-7', '6-3', '6-4', '6-4']",6,7,6,3,6,4,6,4,-1,-1
WIMBLEDON,2021-06-29,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,GOMBOS N.,SANDGREN T.,SANDGREN T.,94,68,ATP,"['4-6', '7-6', '1-6', '3-6']",4,6,7,6,1,6,3,6,-1,-1
WIMBLEDON,2021-06-29,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,ANDUJAR P.,HERBERT P.H.,ANDUJAR P.,70,101,ATP,"['7-6', '4-6', '7-6', '5-7', '8-6']",7,6,4,6,7,6,5,7,8,6
WIMBLEDON,2021-06-29,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,LU Y.,POLMANS M.,POLMANS M.,625,154,ATP,"['2-6', '5-7', '6-4', '1-6']",2,6,5,7,6,4,1,6,-1,-1
WIMBLEDON,2021-06-29,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,BOLT A.,KRAJINOVIC F.,BOLT A.,149,44,ATP,"['7-6', '6-4', '7-5']",7,6,6,4,7,5,-1,-1,-1,-1
WIMBLEDON,2021-06-29,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,RINDERKNECH A.,OTTE O.,OTTE O.,109,151,ATP,"['6-4', '3-6', '2-6', '7-6', '12-13']",6,4,3,6,2,6,7,6,12,13
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,THOMPSON J.,RUUD C.,THOMPSON J.,78,14,ATP,"['7-6', '7-6', '2-6', '2-6', '6-2']",7,6,7,6,2,6,2,6,6,2
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,POPYRIN A.,NISHIKORI K.,NISHIKORI K.,67,53,ATP,"['4-6', '4-6', '4-6']",4,6,4,6,4,6,-1,-1,-1,-1
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,IVASHKA I.,MUNAR J.,IVASHKA I.,79,69,ATP,"['6-1', '7-5', '7-6']",6,1,7,5,7,6,-1,-1,-1,-1
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,MOUTET C.,BEDENE A.,BEDENE A.,83,64,ATP,"['4-6', '4-6', '0-6']",4,6,4,6,0,6,-1,-1,-1,-1
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,VAN DE ZANDSCHULP B.,BARRERE G.,VAN DE ZANDSCHULP B.,139,131,ATP,"['6-2', '6-7', '6-1', '7-6']",6,2,6,7,6,1,7,6,-1,-1
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,PELLA G.,BERRETTINI M.,BERRETTINI M.,59,9,ATP,"['4-6', '6-3', '4-6', '0-6']",4,6,6,3,4,6,0,6,-1,-1
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,CHARDY J.,KARATSEV A.,CHARDY J.,61,24,ATP,"['7-6', '7-6', '6-3']",7,6,7,6,6,3,-1,-1,-1,-1
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,ISNER J.,NISHIOKA Y.,NISHIOKA Y.,33,58,ATP,"['6-7', '6-2', '3-6', '7-6', '4-6']",6,7,6,2,3,6,7,6,4,6
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,ALCARAZ C.,UCHIYAMA Y.,ALCARAZ C.,75,116,ATP,"['6-3', '6-7', '6-2', '3-6', '6-3']",6,3,6,7,6,2,3,6,6,3
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,TSONGA J.W.,YMER M.,YMER M.,85,98,ATP,"['5-7', '7-6', '7-5', '4-6', '3-6']",5,7,7,6,7,5,4,6,3,6
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,GIRON M.,RUUSUVUORI E.,GIRON M.,66,76,ATP,"['6-4', '2-6', '6-2', '0-6', '6-4']",6,4,2,6,6,2,0,6,6,4
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,CARRENO BUSTA P.,QUERREY S.,QUERREY S.,13,54,ATP,"['6-7', '4-6', '5-7']",6,7,4,6,5,7,-1,-1,-1,-1
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,NORRIE C.,POUILLE L.,NORRIE C.,34,95,ATP,"['6-7', '7-5', '6-2', '7-5']",6,7,7,5,6,2,7,5,-1,-1
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,CORIA F.,GALAN D.E.,GALAN D.E.,87,112,ATP,"['4-6', '6-4', '5-7', '5-7']",4,6,6,4,5,7,5,7,-1,-1
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,DUCKWORTH J.,ALBOT R.,DUCKWORTH J.,91,93,ATP,"['6-4', '6-4', '6-1']",6,4,6,4,6,1,-1,-1,-1,-1
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,ZAPATA MIRALLES B.,GARIN C.,GARIN C.,125,20,ATP,"['7-6', '3-6', '6-3', '3-6', '2-6']",7,6,3,6,6,3,3,6,2,6
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,MAGER G.,LONDERO J.I.,MAGER G.,77,129,ATP,"['7-6', '6-0', '4-6', '6-3']",7,6,6,0,4,6,6,3,-1,-1
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,VERDASCO F.,DIMITROV G.,DIMITROV G.,106,21,ATP,"['6-3', '3-6', '4-6', '4-6']",6,3,3,6,4,6,4,6,-1,-1
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,SONEGO L.,SOUSA P.,SONEGO L.,27,121,ATP,"['6-2', '7-5', '6-0']",6,2,7,5,6,0,-1,-1,-1,-1
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,CARUSO S.,CILIC M.,CILIC M.,96,37,ATP,"['6-7', '6-7', '1-6']",6,7,6,7,1,6,-1,-1,-1,-1
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,FRITZ T.,NAKASHIMA B.,FRITZ T.,40,138,ATP,"['7-5', '3-6', '6-4', '7-5']",7,5,3,6,6,4,7,5,-1,-1
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,MONTEIRO T.,AUGER-ALIASSIME F.,AUGER-ALIASSIME F.,81,19,ATP,"['3-6', '3-6', '3-6']",3,6,3,6,3,6,-1,-1,-1,-1
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,KYRGIOS N.,HUMBERT U.,KYRGIOS N.,60,25,ATP,"['6-4', '4-6', '3-6', '6-1', '9-7']",6,4,4,6,3,6,6,1,9,7
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,TRUNGELLITI M.,BONZI B.,BONZI B.,205,119,ATP,"['1-6', '6-1', '6-4', '3-6', '4-6']",1,6,6,1,6,4,3,6,4,6
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,MONFILS G.,O CONNELL C.,MONFILS G.,17,130,ATP,"['4-6', '6-2', '7-6', '4-6', '6-4']",4,6,6,2,7,6,4,6,6,4
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,KUKUSHKIN M.,BUBLIK A.,BUBLIK A.,105,38,ATP,"['4-6', '2-6', '1-6']",4,6,2,6,1,6,-1,-1,-1,-1
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,1ST ROUND,5,JOHNSON S.,NOVAK D.,JOHNSON S.,74,122,ATP,"['7-6', '6-2', '7-5']",7,6,6,2,7,5,-1,-1,-1,-1
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,2ND ROUND,5,ANDERSON K.,DJOKOVIC N.,DJOKOVIC N.,102,1,ATP,"['3-6', '3-6', '3-6']",3,6,3,6,3,6,-1,-1,-1,-1
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,2ND ROUND,5,KUDLA D.,SEPPI A.,KUDLA D.,114,90,ATP,"['6-2', '6-4', '6-2']",6,2,6,4,6,2,-1,-1,-1,-1
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,2ND ROUND,5,LAJOVIC D.,EVANS D.,EVANS D.,42,26,ATP,"['3-6', '3-6', '4-6']",3,6,3,6,4,6,-1,-1,-1,-1
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,2ND ROUND,5,KHACHANOV K.,GERASIMOV E.,KHACHANOV K.,29,73,ATP,"['6-1', '7-6', '6-3']",6,1,7,6,6,3,-1,-1,-1,-1
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,2ND ROUND,5,DJERE L.,FOGNINI F.,FOGNINI F.,55,31,ATP,"['3-6', '4-6', '6-0', '4-6']",3,6,4,6,6,0,4,6,-1,-1
WIMBLEDON,2021-06-30,GRAND SLAM,OUTDOOR,GRASS,2ND ROUND,5,KOEPFER D.,KWON S.W.,KOEPFER D.,62,71,ATP,"['6-3', '6-7', '7-6', '5-7', '6-3']",6,3,6,7,7,6,5,7,6,3
